,cmte_id,cmte_nm,cmte_tp,cmte_dsgn,cmte_filing_freq,ttl_receipts,trans_from_aff,indv_contrib,other_pol_cmte_contrib,cand_contrib,cand_loans,ttl_loans_received,ttl_disb,tranf_to_aff,indv_refunds,other_pol_cmte_refunds,cand_loan_repay,loan_repay,coh_bop,coh_cop,debts_owed_by,nonfed_trans_received,contrib_to_other_cmte,ind_exp,pty_coord_exp,nonfed_share_exp,cvg_end_dt,file_year
131,C90009036,PLANNED PARENTHOOD ADVOCATES OF OREGON,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
132,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
133,C90009408,PLANNED PARENTHOOD VOICE FOR CHOICE ACTION FUND OF SOUTH PALM BEACH AND BROWARD COUNTIES I,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
134,C90009457,GOVERNMENT AFFAIRS COUNCIL AT THE PLANNED PARENTHOOD TRUST OF SAN ANTONIO AND SCT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
135,C90010638,PLANNED PARENTHOOD WESTERN PENNSYLVANIA ACTION FUND,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
136,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
137,C90011024,PLANNED PARENTHOOD ADVOCATES OF VIRGINIA,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
138,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2018,2018
139,C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
140,C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
141,C90012576,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
142,C90013657,PLANNED PARENTHOOD ADVOCATES OF MONTANA,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
143,C90013723,PLANNED PARENTHOOD ADVOCATES OF OHIO,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
144,C90013772,PLANNED PARENTHOOD VOTERS OF IOWA,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
145,C90014051,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,I,U,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2018,2018
146,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10752.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2018,2018
147,C90014150,PLANNED PARENTHOOD VOTERS OF NEBRASKA,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
148,C90014226,PLANNED PARENTHOOD IN VIRGINIA PAC,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
149,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
150,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
151,C90015124,PLANNED PARENTHOOD NYC VOTES INC.,I,U,A,,,,,,,,,,,,,,,,,,,,,,,2018
152,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,I,U,Q,110134.0,0.0,0.0,0.0,0.0,0.0,0.0,23384.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2018,2018
153,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
154,C90017054,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
155,C90017831,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATE INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2018
156,C00312082,PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS PAC,Q,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2016,2016
157,C00314617,"PLANNED PARENTHOOD ACTION FUND INC. PAC, DBA PLANNED PARENTHOOD FEDERAL PAC",Q,B,M,1155875.06,0.0,1141261.84,0.0,0.0,0.0,0.0,1164186.3,0.0,550.0,0.0,0.0,0.0,412327.92,404016.68,0.0,0.0,1039494.94,0.0,0.0,0.0,12/31/2016,2016
158,C00489799,PLANNED PARENTHOOD VOTES,O,U,M,22266898.24,0.0,18404518.8,3712020.0,0.0,0.0,0.0,21623104.78,0.0,1000000.0,0.0,0.0,0.0,129869.11,773662.57,185550.81,0.0,1893034.37,12628454.91,0.0,0.0,12/31/2016,2016
159,C00556860,"PROTECTING CHOICE IN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA",O,U,Q,264375.6,0.0,105213.09,152176.24,0.0,0.0,0.0,226105.78,0.0,0.0,0.0,0.0,0.0,8292.4,46562.22,509.12,0.0,0.0,55249.86,0.0,0.0,12/31/2016,2016
160,C00568931,MI PLANNED PARENTHOOD VOTES,O,U,Q,133776.11,0.0,100000.0,0.0,0.0,0.0,0.0,131674.39,0.0,0.0,0.0,0.0,0.0,0.0,2101.72,0.0,0.0,0.0,131674.39,0.0,0.0,12/31/2016,2016
161,C30001945,PLANNED PARENTHOOD ACTION FUND INC.,E,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
162,C70004148,PLANNED PARENTHOOD ACTION FUND INC,C,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
163,C70004957,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,C,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
164,C90004441,FREEDOM FUND OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
165,C90004458,PLANNED PARENTHOOD VOTER INFORMATION FUND OF SEATTLE-KING COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
166,C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
167,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
168,C90005042,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
169,C90005067,PLANNED PARENTHOOD OF HOUSTON & SOUTHEAST TEXAS ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
170,C90005349,PLANNED PARENTHOOD ACTION FD CENT/N AZ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
171,C90005398,PLANNED PARENTHOOD/HOUSTON/SE TEX ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
172,C90005430,PLANNED PARENTHOOD ADVOCATES OF CHESTE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
173,C90005455,PLANNED PARENTHOOD SUSQUEHANNA VALLEY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
174,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,8590.32,0.0,0.0,0.0,0.0,0.0,0.0,1325286.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
175,C90005505,PPANY-PLANNED PARENTHOOD ADVOCATES/NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
176,C90005513,PLANNED PARENTHOOD ACTION FUND OF SANT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
177,C90005620,PLANNED PARENTHOOD GOLDEN GATE ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
178,C90005885,PLANNED PARENTHOOD ACTION FUND OF NJ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
179,C90005927,ADVOCATES THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
180,C90005943,"PLANNED PARENTHOOD OF THE MID HUDSON VALLEY ACTION FUND, INC",I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
181,C90006032,PLANNED PARENTHOOD OF KS & MID-MO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
182,C90006057,PLANNED PARENTHOOD ACTION FUND OF GEOR,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
183,C90006065,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
184,C90006123,PLANNED PARENTHOOD NM ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
185,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
186,C90006362,PLANNED PARENTHD AT/FD SAN DIEGO RIVERSIDE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
187,C90006438,PLANNED PARENTHOOD OF THE MID-HUDSON V,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
188,C90006479,PLANNED PARENTHOOD ADVOCACY FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
189,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
190,C90006594,PLANNED PARENTHOOD AFFILIATES OF CALIF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
191,C90006685,PLANNED PARENTHOOD ADVOCATES OF MICHIGAN,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
192,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,156.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2016,2016
193,C90006719,PLANNED PARENTHOOD ADVOCATES OF KANSAS,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
194,C90006867,PLANNED PARENTHOOD SOUTHEASTERN PENNSY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
195,C90006917,FLORIDA ALLIANCE OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
196,C90007014,PLANNED PARENTHOOD ADVOCACY FUND OF DE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
197,C90007063,PLANNED PARENTHOOD ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
198,C90007105,PLANNED PARENTHOOD ADVOCATES OF NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
199,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
200,C90007329,PLANNED PARENTHOOD OF NORTH TEXAS ACTI,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
201,C90007394,ADVOCATES PLANNED PARENTHOOD OF LOUISVILLE AND WESTERN KY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
202,C90007428,PLANNED PARENTHOOD ACTION FUND OF CENT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
203,C90007469,PLANNED PARENTHOOD OF THE TEXAS CAPITAL REGION ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
204,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18921.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
205,C90008194,PLANNED  PARENTHOOD: SHASTA-DIABLO ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
206,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/31/2017,2016
207,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,12563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
208,C90008400,PLANNED PARENTHOOD CHICAGO ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
209,C90008673,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN INC,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109078.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
210,C90008970,PLANNED PARENTHOOD AFFILIATES OF OHIO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
211,C90009036,PLANNED PARENTHOOD ADVOCATES OF OREGON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
212,C90009390,PLANNED PARENTHOOD OF NEW YORK CITY ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/31/2017,2016
213,C90009408,PLANNED PARENTHOOD VOICE FOR CHOICE ACTION FUND OF SOUTH PALM BEACH AND BROWARD COUNTIES I,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
214,C90009457,GOVERNMENT AFFAIRS COUNCIL AT THE PLANNED PARENTHOOD TRUST OF SAN ANTONIO AND SCT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
215,C90010638,PLANNED PARENTHOOD WESTERN PENNSYLVANIA ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
216,C90010729,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2016,2016
217,C90011024,PLANNED PARENTHOOD ADVOCATES OF VIRGINIA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
218,C90011412,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST,I,U,Q,558.18,0.0,0.0,0.0,0.0,0.0,0.0,76674.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
219,C90012139,PLANNED PARENTHOOD ORANGE AND SAN BERNARDINO COUNTIES ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
220,C90012527,PLANNED PARENTHOOD VOTES! CONNECTICUT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
221,C90012576,PLANNED PARENTHOOD HEALTH SYSTEMS ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
222,C90013657,PLANNED PARENTHOOD ADVOCATES OF MONTANA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
223,C90013723,PLANNED PARENTHOOD ADVOCATES OF OHIO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
224,C90013772,PLANNED PARENTHOOD VOTERS OF IOWA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
225,C90014051,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
226,C90014119,PLANNED PARENTHOOD VOTES NORTHWEST,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23255.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
227,C90014150,PLANNED PARENTHOOD VOTERS OF NEBRASKA,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
228,C90014226,PLANNED PARENTHOOD IN VIRGINIA PAC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
229,C90014242,PLANNED PARENTHOOD SHASTA PACIFIC ACTION FUND,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2016,2016
230,C90014465,PLANNED PARENTHOOD OF THE ROCHESTER/SYRACUSE REGION ACTION FUND INC.,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
231,C90015124,PLANNED PARENTHOOD NYC VOTES INC.,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2016
232,C90016510,PLANNED PARENTHOOD ADVOCATES OF WISCONSIN POLITICAL FUND,I,U,Q,394610.04,0.0,0.0,0.0,0.0,0.0,0.0,133305.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
233,C90016767,PLANNED PARENTHOOD ACTION PAC NORTH CAROLINA,I,U,Q,1010000.0,0.0,0.0,0.0,0.0,0.0,0.0,206753.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
234,C90017054,PLANNED PARENTHOOD CENTRAL COAST ACTION FUND,I,U,Q,156.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2016,2016
235,C00312082,PLANNED PARENTHOOD OF HOUSTON AND SOUTHEAST TEXAS PAC,Q,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
236,C00314617,PLANNED PARENTHOOD ACTION FUND INC. PAC,Q,B,M,1130327.87,0.0,1110287.06,0.0,0.0,0.0,0.0,906541.39,0.0,0.0,0.0,0.0,0.0,188541.44,412327.92,0.0,0.0,727247.61,0.0,0.0,0.0,12/31/2014,2014
237,C00489799,PLANNED PARENTHOOD VOTES,O,U,M,7826164.68,0.0,7468440.84,102000.0,0.0,0.0,0.0,8177736.0,0.0,30146.32,0.0,0.0,0.0,481440.43,129869.11,10028.04,0.0,25000.0,4163551.52,0.0,0.0,12/31/2014,2014
238,C00556860,PROTECTING CHOICE IN CALIFORNIA A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,O,U,Q,401983.75,0.0,270115.0,107579.46,0.0,0.0,0.0,499592.44,0.0,0.0,0.0,0.0,0.0,105901.09,8292.4,750.0,0.0,0.0,157044.05,0.0,0.0,12/31/2014,2014
239,C00568931,MI PLANNED PARENTHOOD VOTES,O,U,Q,258327.87,0.0,258327.87,0.0,0.0,0.0,0.0,258327.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233821.97,0.0,0.0,12/31/2014,2014
240,C30001945,PLANNED PARENTHOOD ACTION FUND INC.,E,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
241,C70004957,FLORIDA ALLIANCE OF PLANNED PARENTHOOD AFFILIATES,C,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
242,C90004441,FREEDOM FUND OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
243,C90004458,PLANNED PARENTHOOD VOTER INFORMATION FUND OF SEATTLE-KING COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
244,C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
245,C90004946,PLANNED PARENTHOOD PENNSYLVANIA ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
246,C90005042,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
247,C90005067,PLANNED PARENTHOOD OF HOUSTON & SOUTHEAST TEXAS ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
248,C90005349,PLANNED PARENTHOOD ACTION FD CENT/N AZ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
249,C90005398,PLANNED PARENTHOOD/HOUSTON/SE TEX ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
250,C90005430,PLANNED PARENTHOOD ADVOCATES OF CHESTE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
251,C90005455,PLANNED PARENTHOOD SUSQUEHANNA VALLEY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
252,C90005471,PLANNED PARENTHOOD ACTION FUND INC,I,U,Q,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,893082.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
253,C90005505,PPANY-PLANNED PARENTHOOD ADVOCATES/NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
254,C90005513,PLANNED PARENTHOOD ACTION FUND OF SANT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
255,C90005620,PLANNED PARENTHOOD GOLDEN GATE ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
256,C90005885,PLANNED PARENTHOOD ACTION FUND OF NJ,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
257,C90005927,ADVOCATES THE POLITICAL ARM OF PLANNED PARENTHOOD OF THE ST LOUIS REGION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
258,C90005943,"PLANNED PARENTHOOD OF THE MID HUDSON VALLEY ACTION FUND, INC",I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
259,C90006032,PLANNED PARENTHOOD OF KS & MID-MO,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
260,C90006057,PLANNED PARENTHOOD ACTION FUND OF GEOR,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
261,C90006065,PLANNED PARENTHOOD ACTION FUND OF BUCK,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
262,C90006123,PLANNED PARENTHOOD NM ACTION FUND INC,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
263,C90006149,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
264,C90006362,PLANNED PARENTHD AT/FD SAN DIEGO RIVERSIDE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
265,C90006438,PLANNED PARENTHOOD OF THE MID-HUDSON V,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
266,C90006479,PLANNED PARENTHOOD ADVOCACY FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
267,C90006487,PLANNED PARENTHOOD VOTES! WASHINGTON,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
268,C90006594,PLANNED PARENTHOOD AFFILIATES OF CALIF,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
269,C90006685,PLANNED PARENTHOOD ADVOCATES OF MICHIGAN,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
270,C90006701,THE PLANNED PARENTHOOD ACTION FUND OF,I,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
271,C90006719,PLANNED PARENTHOOD ADVOCATES OF KANSAS,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
272,C90006867,PLANNED PARENTHOOD SOUTHEASTERN PENNSY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
273,C90006917,FLORIDA ALLIANCE OF PLANNED PARENTHOOD,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
274,C90007014,PLANNED PARENTHOOD ADVOCACY FUND OF DE,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
275,C90007063,PLANNED PARENTHOOD ADVOCATES,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
276,C90007105,PLANNED PARENTHOOD ADVOCATES OF NY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
277,C90007311,PLANNED PARENTHOOD ADVOCATES MAR MONTE,I,U,Q,7573.1,0.0,0.0,0.0,0.0,0.0,0.0,102062.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
278,C90007329,PLANNED PARENTHOOD OF NORTH TEXAS ACTI,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
279,C90007394,ADVOCATES PLANNED PARENTHOOD OF LOUISVILLE AND WESTERN KY,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
280,C90007428,PLANNED PARENTHOOD ACTION FUND OF CENT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
281,C90007469,PLANNED PARENTHOOD OF THE TEXAS CAPITAL REGION ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
282,C90007543,PLANNED PARENTHOOD OF MN ACTION FUND,I,U,Q,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,78096.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2014,2014
283,C90008194,PLANNED  PARENTHOOD: SHASTA-DIABLO ACT,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
284,C90008236,PLANNED PARENTHOOD HUDSON PECANIC ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
285,C90008293,PLANNED PARENTHOOD OF NASSAU COUNTY ACTION FUND,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
286,C90008400,PLANNED PARENTHOOD CHICAGO ACTION,I,U,Q,,,,,,,,,,,,,,,,,,,,,,,2014
